sur	sur	P
le	le	D
revenu	revenu	N
à	à	P
verser	verser	V
dès	dès	P
le	le	D
mois	mois	N
d'	de	P
août	août	N
,	,	PONCT
du	de	P+D
doublement	doublement	N
de	de	P
certains	certains	D
timbres	timbre	N
fiscaux	fiscal	A
(	)	PONCT
passeports	passeport	N
et	et	C
permis	permis	N
de	de	P
conduire	conduire	V
)	(	PONCT
et	et	C
d'	de	P
une	un	D
augmentation	augmentation	N
de	de	P
la	le	D
TVA	TVA	N
.	.	PONCT

(	)	PONCT
Intérim	intérim	N
.	.	PONCT

)	(	PONCT
Président	président	N
de	de	P
l'	le	D
Association	association	N
technique	technique	A
de	de	P
l'	le	D
importation	importation	N
charbonnière	charbonnier	A
depuis	depuis	P
1989	1989	N
,	,	PONCT
M.	m.	N
Christian	CHRISTIAN	N
Goux	Goux	N
a	avoir	V
été	être	V
nommé	nommer	V
mercredi	mercredi	N
17	17	A
juin	juin	N
par	par	P
le	le	D
conseil	conseil	N
des	des	P+D
ministres	ministre	N
,	,	PONCT
président	président	N
du	de	P+D
CERC	CERC	N
(	)	PONCT
Centre	Centre	N
d'	de	P
étude	étude	N
des	des	P+D
revenus	revenu	N
et	et	C
des	des	P+D
coûts	coût	N
)	(	PONCT
en	en	P
remplacement	remplacement	N
de	de	P
Mme	madame	N
Nicole	Nicole	N
Questiaux	Questiaux	N
qui	qui	PRO
occupait	occuper	V
ces	ce	D
fonctions	fonction	N
depuis	depuis	P
avril	avril	N
1984	1984	N
.	.	PONCT

Ingénieur	ingénieur	N
des	de	P+D
ponts_et_chaussées	ponts_et_chaussées	N
,	,	PONCT
agrégé	agrégé	N
de	de	P
sciences	science	N
économiques	économique	A
,	,	PONCT
M.	m.	N
Christian	CHRISTIAN	N
Goux	Goux	N
est	être	V
né	naître	V
le	le	D
19	19	A
décembre	décembre	N
1929	1929	N
à	à	P
Aix_-_en_-_Provence	Aix-en-Provence	N
.	.	PONCT

Membre	membre	N
du	de	P+D
Parti	parti	N
socialiste	socialiste	A
,	,	PONCT
conseiller	conseiller	N
de	de	P
M.	m.	N
François	François	N
Mitterrand	Mitterrand	N
pendant	pendant	P
la	le	D
campagne	campagne	N
présidentielle	présidentiel	A
de	de	P
1981	1981	N
et	et	C
député	député	N
du	de	P+D
Var	Var	N
de	de	P
1981	1981	N
à	à	P
1988	1988	N
,	,	PONCT
il	il	CL
a	avoir	V
été	être	V
président	président	N
de	de	P
la	le	D
commission	commission	N
des	des	P+D
finances	finance	N
de	de	P
l'	le	D
Assemblée	assemblée	N
nationale	national	A
de	de	P
1981	1981	N
à	à	P
1986	1986	N
.	.	PONCT

Le	le	D
mouvement	mouvement	N
de	de	P
blocage	blocage	N
des	de	P+D
routes	route	N
par	par	P
les	le	D
transporteurs	transporteur	N
routiers	routier	A
est	être	V
une	un	D
nouvelle	nouveau	A
occasion	occasion	N
de	de	P
vérifier	vérifier	V
l'	le	D
inefficacité	inefficacité	N
des	de	P+D
"	"	PONCT
corps	corps	N
intermédiaires	intermédiaire	A
"	"	PONCT
,	,	PONCT
ces	ce	D
organisations	organisation	N
sans	sans	P
lesquelles	lequel	PRO
concertation	concertation	N
et	et	C
dialogue	dialogue	N
social	social	A
ne	ne	ADV
peuvent	pouvoir	V
guère	guère	ADV
dépasser	dépasser	V
le	le	D
stade	stade	N
de	de	P
la	le	D
bonne	bon	A
intention	intention	N
.	.	PONCT

La	le	D
France	FRANCE	N
est	être	V
devenue	devenir	V
une	un	D
habituée	habitué	N
des	de	P+D
conflits	conflit	N
sociaux	social	A
qui	qui	PRO
surviennent	survenir	V
sans	sans	P
prévenir	prévenir	V
et	et	C
traînent	traîner	V
en_longueur	en_longueur	ADV
.	.	PONCT

De	de	P
la	le	D
grève	grève	N
des	de	P+D
agents	agent	N
des	de	P+D
finances	finance	N
en	en	P
1989	1989	N
à	à	P
celle	celui	PRO
de	de	P
Renault	Renault	N
fin	fin	N
1991	1991	N
,	,	PONCT
les	le	D
syndicats	syndicat	N
ont	avoir	V
,	,	PONCT
plus	plus	ADV
souvent	souvent	ADV
qu'	que	C
à	à	P
leur	son	D
tour	tour	N
,	,	PONCT
couru	courir	V
derrière	derrière	P
un	un	D
mouvement	mouvement	N
qu'	que	PRO
ils	il	CL
étaient	être	V
incapables	incapable	A
de	de	P
gérer	gérer	V
.	.	PONCT

Alors_que	alors_que	C
notre	son	D
taux	taux	N
de	de	P
syndicalisation	syndicalisation	N
est	être	V
le	le	D
plus	plus	ADV
faible	faible	A
de	de	P
tous	tout	A
les	le	D
pays	pays	N
développés	développé	A
,	,	PONCT
il	il	CL
existe	exister	V
pourtant	pourtant	ADV
une	un	D
aspiration	aspiration	N
non	non	ADV
satisfaite	satisfaire	V
à	à	P
l'	le	D
action	action	N
syndicale	syndical	A
.	.	PONCT

L'	le	D
apparition	apparition	N
de	de	P
"	"	PONCT
coordinations	coordination	N
"	"	PONCT
,	,	PONCT
à	à	P
la	le	D
SNCF	SNCF	N
en	en	P
1986	1986	N
,	,	PONCT
puis	puis	C
chez	chez	P
les	le	D
infirmières	infirmier	N
ou	ou	C
les	le	D
assistantes	assistant	N
sociales	social	A
,	,	PONCT
ne	ne	ADV
reflète	refléter	V
pas	pas	ADV
autre	autre	A
chose	chose	N
.	.	PONCT

Conscientes	Conscientes	A
que	que	C
le	le	D
dialogue	dialogue	N
social	social	A
est	être	V
la	le	D
condition	condition	N
essentielle	essentiel	A
de	de	P
leur	son	D
efficacité	efficacité	N
,	,	PONCT
certaines	certains	D
entreprises	entreprise	N
en	en	CL
sont	être	V
réduites	réduire	V
à	à	P
tenter	tenter	V
de	de	P
le	le	CL
revitaliser	revitaliser	V
en	en	P
instaurant	instaurer	V
des	un	D
formules	formule	N
de	de	P
"	"	PONCT
chèque	chèque	N
syndical	syndical	A
"	"	PONCT
...	...	PONCT

Mais	mais	C
les	le	D
non-	non-	PREF
salariés	salarié	A
ne	ne	ADV
sont	être	V
pas	pas	ADV
en	en	P
reste	reste	N
.	.	PONCT

Les	le	D
représentants	représentant	N
traditionnels	traditionnel	A
des	de	P+D
médecins	médecin	N
ou	ou	C
des	de	P+D
agriculteurs	agriculteur	N
ont	avoir	V
,	,	PONCT
eux	eux	PRO
aussi	aussi	ADV
,	,	PONCT
été	être	V
débordés	débordé	A
par	par	P
des	un	D
structures	structure	N
dont	dont	PRO
le	le	D
"	"	PONCT
basisme	basisme	N
"	"	PONCT
et	et	C
le	le	D
maximalisme	maximalisme	N
aboutissent	aboutir	V
davantage	davantage	ADV
à	à	P
exacerber	exacerber	V
un	un	D
corporatisme	corporatisme	N
qu'	que	C
à	à	P
rechercher	rechercher	V
des	un	D
solutions	solution	N
de	de	P
compromis	compromis	N
capables	capable	A
de	de	P
tenir_compte	tenir_compte	V
de	de	P
l'	le	D
intérêt	intérêt	N
général	général	A
.	.	PONCT

Certes	certes	ADV
,	,	PONCT
les	le	D
interlocuteurs	interlocuteur	N
manquent	manquer	V
.	.	PONCT

Mais	mais	C
pouvoirs	pouvoir	N
publics	public	A
et	et	C
patronat	patronat	N
ne	ne	ADV
s'	se	CL
en	en	CL
sont	être	V
-ils	il	CL
pas	pas	ADV
confortablement	confortablement	ADV
accommodés	accommoder	V
?	?	PONCT

A	à	P
cet	ce	D
égard	égard	N
,	,	PONCT
on	on	CL
ne	ne	ADV
peut	pouvoir	V
être	être	V
que	que	ADV
sidéré	sidérer	V
de	de	P
constater	constater	V
que	que	C
ce	ce	CL
n'	ne	ADV
est	être	V
qu'	que	ADV
après	après	P
une	un	D
dizaine	dizaine	N
de	de	P
jours	jour	N
de	de	P
blocage	blocage	N
des	de	P+D
routes	route	N
qu'	que	PRO
ils	il	CL
se	se	CL
sont	être	V
sérieusement	sérieusement	ADV
penchés	pencher	V
sur	sur	P
les	le	D
conséquences	conséquence	N
du	de	P+D
permis	permis	N
à	à	P
points	point	N
et	et	C
sur	sur	P
les	le	D
relations	relation	N
du	de	P+D
travail	travail	N
dans	dans	P
les	le	D
transports	transport	N
routiers	routier	A
.	.	PONCT

Dans_ces_conditions	dans_ces_conditions	ADV
,	,	PONCT
les	le	D
plaidoyers	plaidoyer	N
rituels	rituel	A
en_faveur_du	en_faveur_de	P
dialogue	dialogue	N
social	social	A
risquent	risquer	V
encore	encore	ADV
d'	de	P
apparaître	apparaître	V
comme	comme	P
un	un	D
exercice	exercice	N
de	de	P
style	style	N
gratuit	gratuit	A
.	.	PONCT

A_vrai_dire	à_vrai_dire	ADV
,	,	PONCT
l'	le	D
action	action	N
collective	collectif	A
,	,	PONCT
syndicale	syndical	A
ou	ou	C
professionnelle	professionnel	A
,	,	PONCT
n'	ne	ADV
a	avoir	V
jamais	jamais	ADV
été	être	V
très	très	ADV
développée	développer	V
dans	dans	P
notre	son	D
pays	pays	N
,	,	PONCT
contrairement_à	contrairement_à	P
la	le	D
vie	vie	N
associative	associatif	A
.	.	PONCT

A_moins_de	à_moins_de	P
se	se	CL
résigner	résigner	V
à	à	P
voir	voir	V
les	le	D
intérêts	intérêt	N
égoïstes	égoïste	A
paralyser	paralyser	V
la	le	D
moindre	moindre	A
réforme	réforme	N
votée	voter	V
par	par	P
le	le	D
Parlement	Parlement	N
et	et	C
menacer	menacer	V
l'	le	D
action	action	N
de	de	P
l'	le	D
Etat	état	N
,	,	PONCT
il	il	CL
est	être	V
temps	temps	N
de	de	P
prendre	prendre	V
conscience	conscience	N
que	que	C
la	le	D
faiblesse	faiblesse	N
des	de	P+D
corps	corps	N
intermédiaires	intermédiaire	A
constitue	constituer	V
l'	le	D
un	un	PRO
des	de	P+D
maux	mal	N
essentiels	essentiel	A
de	de	P
la	le	D
société	société	N
française	français	A
.	.	PONCT

Et	et	C
le	le	D
signe	signe	N
évident	évident	A
d'	de	P
une	un	D
détérioration	détérioration	N
du	de	P+D
tissu	tissu	N
social	social	A
.	.	PONCT

"	"	PONCT
TIERRA	TIERRA	ET
Y	Y	ET
LIBERTAD	LIBERTAD	ET
!	!	PONCT
"	"	PONCT

Le	le	D
cri	cri	N
des	de	P+D
révolutionnaires	révolutionnaire	N
mexicains	mexicain	A
des	de	P+D
années	année	N
1910	1910	N
,	,	PONCT
avec	avec	P
Emiliano	Emiliano	N
Zapata	Zapata	N
,	,	PONCT
aurait	avoir	V
pu	pouvoir	V
être	être	V
celui	celui	PRO
de	de	P
toute	tout	A
l'	le	D
Amérique	Amérique	N
latine	latin	A
.	.	PONCT

La	le	D
"	"	PONCT
faim	faim	N
de	de	P
terre	terre	N
"	"	PONCT
a	avoir	V
dominé	dominer	V
la	le	D
région	région	N
,	,	PONCT
en_dépit_des	en_dépit_de	P
espaces	espace	N
vierges	vierge	A
et	et	C
de	de	P
l'	le	D
immensité	immensité	N
de	de	P
certains	certains	D
pays	pays	N
.	.	PONCT

Avec	avec	P
la	le	D
trilogie	trilogie	N
latifundio	latifundio	ET
(	)	PONCT
grands	grand	A
domaines	domaine	N
)	(	PONCT
,	,	PONCT
minifundio	minifundio	ET
(	)	PONCT
propriétés	propriété	N
minuscules	minuscule	A
)	(	PONCT
,	,	PONCT
paysans	paysan	N
sans	sans	P
terre	terre	N
ou	ou	C
sans	sans	P
titre	titre	N
,	,	PONCT
les	le	D
révoltes	révolte	N
paysannes	paysan	A
ont	avoir	V
scandé	scander	V
longtemps	longtemps	ADV
son	son	D
histoire	histoire	N
,	,	PONCT
et	et	C
la	le	D
redistribution	redistribution	N
des	de	P+D
terres	terre	N
a	avoir	V
été	être	V
une	un	PRO
de	de	P
leurs	son	D
revendications	revendication	N
majeures	majeur	A
,	,	PONCT
politique	politique	A
autant_qu'	autant_que	C
économique	économique	A
et	et	C
sociale	social	A
.	.	PONCT

Aujourd'_hui	aujourd'hui	ADV
,	,	PONCT
bien_qu'	bien_que	C
il	il	CL
n'	ne	ADV
ait	avoir	V
été	être	V
que	que	ADV
partiellement	partiellement	ADV
réalisé	réaliser	V
,	,	PONCT
le	le	D
mot	mot	N
d'	de	P
ordre	ordre	N
est	être	V
abandonné	abandonner	V
dans	dans	P
la_plupart	la_plupart	PRO
des	de	P+D
pays	pays	N
.	.	PONCT

Le	le	D
Mexique	Mexique	N
a	avoir	V
autorisé	autoriser	V
la	le	D
cession	cession	N
des	de	P+D
propriétés	propriété	N
collectives	collectif	A
(	)	PONCT
voir	voir	V
plus	plus	ADV
loin	loin	ADV
le	le	D
reportage	reportage	N
d'	de	P
Eric	Eric	N
Fottorino	Fottorino	N
)	(	PONCT
;	;	PONCT
dès	dès	P
le	le	D
début	début	N
de	de	P
1991	1991	N
,	,	PONCT
le	le	D
Pérou	Pérou	N
a	avoir	V
permis	permettre	V
de	de	P
vendre	vendre	V
et	et	C
d'	de	P
hypothéquer	hypothéquer	V
les	le	D
terres	terre	N
,	,	PONCT
y_compris	y_compris	P
celles	celles	PRO
attribuées	attribuer	V
par	par	P
la	le	D
réforme	réforme	N
agraire	agraire	A
.	.	PONCT

Pourtant	pourtant	ADV
,	,	PONCT
malgré	malgré	P
le	le	D
poids	poids	N
décroissant	décroissant	A
de	de	P
la	le	D
population	population	N
rurale	rural	A
,	,	PONCT
l'	le	D
agriculture	agriculture	N
pèse	peser	V
encore	encore	ADV
sur	sur	P
l'	le	D
économie	économie	N
;	;	PONCT
elle	il	CL
reste	rester	V
l'	le	D
une	un	PRO
des	de	P+D
inconnues	inconnu	N
des	de	P+D
politiques	politiques	N
libérales	libéral	A
aujourd'_hui	aujourd'hui	ADV
en	en	P
faveur	faveur	N
.	.	PONCT

Le	le	D
latifundio	latifundio	ET
fut	être	V
d'_abord	d'abord	ADV
l'	le	D
héritage	héritage	N
de	de	P
la	le	D
colonisation	colonisation	N
.	.	PONCT

Conquérants	Conquérants	N
et	et	C
gouverneurs	gouverneur	N
distribuent	distribuer	V
des	un	D
terres	terre	N
à	à	P
leurs	son	D
capitaines	capitaine	N
,	,	PONCT
à	à	P
leurs	son	D
soldats	soldat	N
et	et	C
à	à	P
leurs	son	D
obligés	obligé	A
,	,	PONCT
comme	comme	P
les	le	D
rois	roi	N
d'	de	P
Europe	Europe	N
à	à	P
leurs	son	D
vassaux	vassal	N
et	et	C
aux	à	P+D
ordres	ordre	N
religieux	religieux	A
.	.	PONCT

Ainsi	ainsi	ADV
se	se	CL
forment	former	V
,	,	PONCT
peu_à_peu	peu_à_peu	ADV
,	,	PONCT
dans	dans	P
tous	tout	A
les	le	D
pays	pays	N
,	,	PONCT
les	le	D
vastes	vaste	A
élevages	élevage	N
extensifs	extensif	A
et	et	C
les	le	D
grandes	grand	A
plantations	plantation	N
de	de	P
sucre	sucre	N
,	,	PONCT
de	de	P
tabac	tabac	N
,	,	PONCT
plus	plus	ADV
tard	tard	ADV
de	de	P
cacao	cacao	N
ou	ou	C
de	de	P
café	café	N
,	,	PONCT
dans	dans	P
les	le	D
zones	zone	N
côtières	côtier	A
chaudes	chaud	A
:	:	PONCT
haciendas	hacienda	N
du	de	P+D
Mexique	Mexique	N
ou	ou	C
d'	de	P
Amérique	Amérique	N
centrale	central	A
,	,	PONCT
fincas	fincas	ET
colombiennes	colombien	A
,	,	PONCT
fazendas	fazenda	N
brésiliennes	brésilien	A
,	,	PONCT
estancias	estancia	N
argentines	argentin	A
.	.	PONCT

Prenant	prendre	V
le	le	D
relais	relais	N
des	de	P+D
empires	empire	N
indigènes	indigène	A
abattus	abattre	V
,	,	PONCT
inca	inca	A
ou	ou	C
aztèque	aztèque	A
,	,	PONCT
les	le	D
nouveaux	nouveau	A
maîtres	maître	N
donnent	donner	V
,	,	PONCT
avec	avec	P
les	le	D
terres	terre	N
,	,	PONCT
la	le	D
domination	domination	N
sur	sur	P
les	le	D
hommes	homme	N
;	;	PONCT
au_bout_de	au_bout_de	P
la	le	D
chaîne	chaîne	N
,	,	PONCT
le	le	D
paysan	paysan	N
paie	payer	V
le	le	D
droit	droit	N
de	de	P
cultiver	cultiver	V
une	un	D
maigre	maigre	A
parcelle	parcelle	N
en	en	P
journées	journée	N
de	de	P
travail	travail	N
sur	sur	P
les	le	D
domaines	domaine	N
des	de	P+D
propriétaires	propriétaire	N
.	.	PONCT

Sous	sous	P
divers	divers	D
noms	nom	N
-	-	PONCT
inquilinaje	inquilinaje	ET
du	de	P+D
Chili	Chili	N
,	,	PONCT
huasipongo	huasipongo	ET
d'	de	P
Equateur	Equateur	N
,	,	PONCT
du	de	P+D
Pérou	Pérou	N
ou	ou	C
de	de	P
Bolivie	Bolivie	N
-	-	PONCT
,	,	PONCT
cette	ce	D
subordination	subordination	N
se	se	CL
perpétuera	perpétuer	V
jusqu'	jusque	P
au	à	P+D
XX	XX	A
siècle	siècle	N
:	:	PONCT
privation	privation	N
de	de	P
terre	terre	N
et	et	C
dépendance	dépendance	N
personnelle	personnel	A
s'	se	CL
associent	associer	V
.	.	PONCT

CRÉOLE	créole	N
Les	le	D
indépendances	indépendance	N
n'	ne	ADV
y	y	CL
mettront	mettre	V
pas	pas	ADV
fin	fin	N
:	:	PONCT
les	le	D
insurgés	insurgé	N
sont	être	V
souvent	souvent	ADV
des	un	D
propriétaires	propriétaire	N
qui	qui	PRO
veulent	vouloir	V
vendre	vendre	V
librement	librement	ADV
leurs	son	D
produits	produit	N
.	.	PONCT

Les	le	D
oligarchies	oligarchie	N
locales	local	A
prennent	prendre	V
la	le	D
succession	succession	N
des	de	P+D
monarchies	monarchie	N
ibériques	ibérique	A
,	,	PONCT
et	et	C
le	le	D
féodalisme	féodalisme	N
créole	créole	A
remplace	remplacer	V
le	le	D
féodalisme	féodalisme	N
colonial	colonial	A
.	.	PONCT

Ainsi	ainsi	ADV
c'	ce	CL
est	être	V
dans	dans	P
la	le	D
province	province	N
de	de	P
Salta	Salta	N
,	,	PONCT
haut	haut	A
lieu	lieu	N
de	de	P
l'	le	D
indépendance	indépendance	N
argentine	argentin	A
,	,	PONCT
mais	mais	C
aussi	lemma	ADV
centre	centre	N
de	de	P
l'	le	D
aristocratie	aristocratie	N
des	de	P+D
planteurs	planteur	N
de	de	P
tabac	tabac	N
,	,	PONCT
que	que	PRO
l'on	on	CL
trouvait	trouver	V
naguère	naguère	ADV
les	le	D
derniers	dernier	A
salariés	salarié	N
agricoles	agricole	A
payés	payer	V
uniquement	uniquement	ADV
en_nature	en_nature	ADV
.	.	PONCT

Le	le	D
majorat	majorat	N
en_faveur_des	en_faveur_de	P
aînés	aîné	N
évite	éviter	V
la	le	D
fragmentation	fragmentation	N
des	de	P+D
domaines	domaine	N
.	.	PONCT

A	à	P
la	le	D
fin	fin	N
du	de	P+D
XIX	XIX	A
siècle	siècle	N
,	,	PONCT
en	en	P
Amérique	Amérique	N
latine	latin	A
,	,	PONCT
80	80	D
%	%	N
des	de	P+D
terres	terre	N
appartiennent	appartenir	V
à	à	P
quelques	quelque	D
poignées	poignée	N
de	de	P
familles	famille	N
:	:	PONCT
six_cents	six_cents	PRO
au	à	P+D
Chili	Chili	N
,	,	PONCT
deux_mille	deux_mille	PRO
en	en	P
Argentine	Argentine	N
,	,	PONCT
moins	moins	ADV
au	à	P+D
Mexique	Mexique	N
.	.	PONCT

Détenteurs	détenteur	N
de	de	P
la	le	D
richesse	richesse	N
,	,	PONCT
les	le	D
terratenientes	terratenientes	ET
,	,	PONCT
partout	partout	ADV
,	,	PONCT
s'	se	CL
emparent	emparer	V
du	de	P+D
pouvoir	pouvoir	N
politique	politique	A
.	.	PONCT

Le	le	D
latifundio	latifundio	ET
régnera	régnera	V
en	en	P
maître	maître	N
presque	presque	ADV
partout	partout	ADV
jusqu'	jusque	P
au_milieu_du	au_milieu_de	P
XX	XX	A
siècle	siècle	N
.	.	PONCT

Les	le	D
"	"	PONCT
cycles	cycle	N
"	"	PONCT
agricoles	agricole	A
succèdent	succéder	V
aux	à	P+D
"	"	PONCT
cycles	cycle	N
"	"	PONCT
miniers	minier	A
:	:	PONCT
au	à	P+D
Brésil	Brésil	N
,	,	PONCT
le	le	D
cycle	cycle	N
du	de	P+D
café	café	N
succède	succéder	V
au	à	P+D
cycle	cycle	N
du	de	P+D
bétail	bétail	N
,	,	PONCT
transformant	transformer	V
l'	le	D
Etat	état	N
de	de	P
Sao_-_Paulo	Sao-Paulo	N
en	en	P
front	front	N
pionnier	pionnier	A
.	.	PONCT

Les	le	D
monoproductions	monoproductions	N
régionales	régional	A
se	se	CL
développent	développer	V
,	,	PONCT
contribuant	contribuer	V
déjà	déjà	ADV
à	à	P
rendre	rendre	V
l'	le	D
agriculture	agriculture	N
dépendante	dépendant	A
des	de	P+D
marchés	marché	N
extérieurs	extérieur	A
.	.	PONCT

En	en	P
Amérique	Amérique	N
centrale	central	A
,	,	PONCT
la	le	D
situation	situation	N
est	être	V
aggravée	aggraver	V
par	par	P
l'	le	D
entrée	entrée	N
des	de	P+D
compagnies	compagnie	N
nord_-_américaines	nord-américaines	A
pour	pour	P
l'	le	D
exploitation	exploitation	N
des	de	P+D
fruits	fruit	N
tropicaux	tropical	A
,	,	PONCT
comme	comme	P
la	le	D
célèbre	célèbre	A
United	United	ET
fruit	fruit	ET
,	,	PONCT
première	premier	A
société	société	N
bananière	bananier	A
.	.	PONCT

Partie	partir	V
du	de	P+D
Costa_-_Rica	Costa-Rica	N
,	,	PONCT
elle	il	CL
rachète	racheter	V
ses	son	D
concurrentes	concurrent	N
et	et	C
conquiert	conquérir	V
systématiquement	systématiquement	ADV
les	le	D
terres	terre	N
basses	bas	A
des	de	P+D
Caraïbes	Caraïbes	N
.	.	PONCT

Puis	puis	ADV
,	,	PONCT
elle	il	CL
s'	se	CL
attaque	attaquer	V
au	à	P+D
Honduras	Honduras	N
(	)	PONCT
où	où	PRO
,	,	PONCT
en	en	P
1932	1932	N
,	,	PONCT
la	le	D
banane	banane	N
couvre	couvrir	V
un	un	D
tiers	tiers	N
de	de	P
la	le	D
surface	surface	N
cultivée	cultiver	V
du	de	P+D
pays	pays	N
)	(	PONCT
et	et	C
au	à	P+D
Guatemala	Guatemala	N
,	,	PONCT
où	où	PRO
elle	il	CL
devient	devenir	V
un	un	D
Etat	état	N
dans	dans	P
l'	le	D
Etat	état	N
,	,	PONCT
faisant	faire	V
et	et	C
défaisant	défaire	V
les	le	D
présidents	président	N
.	.	PONCT

Parallèlement	parallèlement	ADV
,	,	PONCT
le	le	D
minifundio	minifundio	ET
des	de	P+D
petits	petit	A
métayers	métayer	N
et	et	C
des	de	P+D
occupants	occupant	N
sans	sans	P
titre	titre	N
explose	exploser	V
avec	avec	P
la	le	D
croissance	croissance	N
démographique	démographique	A
,	,	PONCT
qui	qui	PRO
culmine	culminer	V
en	en	P
Amérique	Amérique	N
latine	latin	A
dans	dans	P
les	le	D
années	année	N
60	60	N
.	.	PONCT

En	en	P
Colombie	Colombie	N
,	,	PONCT
à	à	P
ce	ce	D
moment	moment	N
,	,	PONCT
selon	selon	P
les	le	D
statistiques	statistique	N
de	de	P
l'	le	D
Organisation	Organisation	N
des	des	P+D
Etats	Etats	N
américains	américain	A
,	,	PONCT
64	64	D
%	%	N
des	de	P+D
exploitations	exploitation	N
avaient	avoir	V
une	un	D
superficie	superficie	N
inférieure	inférieur	A
à	à	P
3	3	D
ou	ou	C
5	5	D
hectares	hectare	N
,	,	PONCT
insuffisante	insuffisant	A
pour	pour	P
nourrir	nourrir	V
une	un	D
famille	famille	N
.	.	PONCT

Les	le	D
proportions	proportion	N
étaient	étayer	V
de	de	P
67	67	D
%	%	N
au	à	P+D
Pérou	Pérou	N
,	,	PONCT
en	en	P
Equateur	Equateur	N
,	,	PONCT
au	à	P+D
Salvador	Salvador	N
et	et	C
de	de	P
90	90	D
%	%	N
au	à	P+D
Guatemala	Guatemala	N
.	.	PONCT

Avec	avec	P
les	le	D
ouvriers	ouvrier	N
agricoles	agricole	A
des	de	P+D
grands	grand	A
domaines	domaine	N
,	,	PONCT
les	le	D
communautés	communauté	N
indiennes	indien	A
repoussées	repousser	V
dans	dans	P
les	le	D
montagnes	montagne	N
et	et	C
les	le	D
colons	colon	N
des	de	P+D
frontières	frontière	N
de	de	P
culture	culture	N
,	,	PONCT
le	le	D
nombre	nombre	N
de	de	P
paysans	paysan	N
sans	sans	P
terre	terre	N
ou	ou	C
sans	sans	P
titre	titre	N
sur	sur	P
le	le	D
continent	continent	N
dépasse	dépasser	V
les	le	D
20	20	A
millions	million	N
.	.	PONCT

Au	à	P+D
Mexique	Mexique	N
,	,	PONCT
cependant	cependant	ADV
,	,	PONCT
l'	le	D
idée	idée	N
d'	de	P
une	un	D
redistribution	redistribution	N
des	de	P+D
grands	grand	A
domaines	domaine	N
,	,	PONCT
rendant	rendre	V
aux	à	P+D
ejidos	ejidos	ET
(	)	PONCT
la	le	D
propriété	propriété	N
collective	collectif	A
traditionnelle	traditionnel	A
)	(	PONCT
les	le	D
terres	terre	N
enlevées	enlever	V
au	à	P+D
moment	moment	N
de	de	P
la	le	D
conquête	conquête	N
,	,	PONCT
apparue	apparaître	V
dès	dès	P
l'	le	D
indépendance	indépendance	N
,	,	PONCT
reprise	reprendre	V
par	par	P
les	le	D
révolutionnaires	révolutionnaire	N
,	,	PONCT
sera	être	V
inscrite	inscrire	V
dans	dans	P
la	le	D
Constitution	constitution	N
de	de	P
1917	1917	N
et	et	C
appliquée	appliquer	V
largement	largement	ADV
avec	avec	P
l'	le	D
arrivée	arrivée	N
à	à	P
la	le	D
présidence	présidence	N
de	de	P
Lazaro	Lazaro	N
Cardenas	Cardenas	N
en	en	P
1934	1934	N
.	.	PONCT

Quinze	quinze	D
millions	million	N
d'	de	P
hectares	hectare	N
sont	être	V
distribués	distribuer	V
à	à	P
plus	plus	ADV
de	de	P
huit_cent_mille	huit_cent_mille	D
paysans	paysan	N
;	;	PONCT
un	un	D
soutien	soutien	N
technique	technique	A
et	et	C
financier	financier	A
est	être	V
accordé	accorder	V
aux	à	P+D
ejidos	ejidos	ET
,	,	PONCT
qui	qui	PRO
,	,	PONCT
à_la_fin_du	à_la_fin_de	P
mandat	mandat	N
de	de	P
Cardenas	Cardenas	N
,	,	PONCT
en	en	P
1940	1940	N
,	,	PONCT
représentent	représenter	V
plus	plus	ADV
de	de	P
la	le	D
moitié	moitié	N
des	de	P+D
terres	terre	N
agricoles	agricole	A
.	.	PONCT

La	le	D
Bolivie	Bolivie	N
suivra	suivre	V
en	en	P
1952	1952	N
-	-	PONCT
1953	1953	N
,	,	PONCT
à_la_faveur_de	à_la_faveur_de	P
l'	le	D
arrivée	arrivée	N
au	à	P+D
pouvoir	pouvoir	N
du	de	P+D
Mouvement	mouvement	N
national	national	A
révolutionnaire	révolutionnaire	A
(	)	PONCT
MNR	MNR	N
)	(	PONCT
de	de	P
Paz	Paz	N
Estenssoro	Estenssoro	N
,	,	PONCT
qui	qui	PRO
se	se	CL
veut	vouloir	V
aussi	aussi	ADV
porteur	porteur	A
d'	de	P
émancipation	émancipation	N
:	:	PONCT
la	le	D
loi	loi	N
accorde	accorder	V
aux	à	P+D
peones	peones	N
indiens	indien	A
les	le	D
terres	terre	N
qu'	que	PRO
ils	il	CL
cultivent	cultiver	V
.	.	PONCT

Mais	mais	C
ailleurs	ailleurs	ADV
,	,	PONCT
en_dépit_du	en_dépit_de	P
courant	courant	N
qui	qui	PRO
,	,	PONCT
sous_l'_égide_de	sous_l'égide_de	P
la	le	D
Commission	commission	N
économique	économique	A
des	des	P+D
Nations	nation	N
unies	unir	A
pour	pour	P
l'	le	D
Amérique	Amérique	N
latine	latin	A
(	)	PONCT
CEPAL	CEPAL	N
)	(	PONCT
,	,	PONCT
plaide	plaider	V
à_la_fois	à_la_fois	ADV
pour	pour	P
l'	le	D
émancipation	émancipation	N
nationale	national	A
et	et	C
celle	celui	PRO
des	de	P+D
